"reference","start","end","identity"
"ref5","2374","2470","91"
"ref3","2587","2669","94"
"ref3","7242","7291","87"
"ref1","1363","1495","94"
"ref5","6150","6190","82"
"ref5","4614","4728","86"
"ref2","6496","6571","99"
"ref1","5187","5234","82"
"ref1","6506","6587","91"
"ref3","6081","6096","81"
"ref3","2946","3629","87"
"ref1","7138","7203","87"
"ref3","6455","6790","86"
"ref5","5763","5844","98"
"ref5","4241","4685","81"
"ref2","5239","5381","94"
"ref4","2104","2124","98"
"ref2","5769","5907","92"
"ref5","8918","9046","88"
"ref5","720","1520","85"
"ref1","3653","3853","81"
"ref1","4058","4295","100"
"ref1","8731","8777","99"
"ref2","7725","8029","87"
"ref4","8874","9001","94"
"ref4","5884","5931","85"
"ref1","4477","4571","97"
"ref4","28","81","82"
"ref5","751","829","97"
"ref5","5908","6005","90"
"ref2","2951","3026","82"
"ref2","9757","9778","89"
"ref2","2233","2273","95"
"ref3","2132","2177","83"
"ref1","1947","2085","92"
"ref4","2842","2917","99"
"ref4","2604","2664","96"
"ref1","1107","1180","99"
"ref1","5812","5826","91"
"ref2","8984","9314","85"
"ref5","1245","1583","90"
"ref3","5846","5923","93"
"ref2","355","631","99"
"ref5","7660","7757","84"
"ref5","9382","9417","97"
"ref1","3035","3445","98"
"ref1","7317","7344","99"
"ref5","9317","9576","86"
"ref2","5555","5862","87"
"ref2","1665","2360","92"
"ref3","9158","9304","97"
"ref4","6843","7054","86"
"ref5","3357","3400","86"
"ref1","3159","3228","99"
"ref4","694","724","95"
"ref2","8117","8144","91"
"ref3","1294","1569","90"
"ref1","8308","9081","93"
"ref3","1194","1226","87"
"ref1","1529","1550","94"
"ref4","4355","4501","80"
"ref3","4162","4254","81"
"ref4","5588","5656","93"
"ref2","6822","6901","100"
"ref1","7147","7175","98"
"ref4","5433","5500","85"
"ref4","2239","2320","93"
"ref2","2862","2930","86"
"ref3","2324","2355","97"
"ref1","9900","9919","96"
"ref1","4373","4483","85"
"ref3","2333","2401","95"
"ref3","8332","8976","81"
"ref1","5625","5958","98"
"ref5","6160","6221","83"
"ref5","7983","8145","97"
"ref5","4392","4663","86"
"ref3","1254","2154","93"
"ref2","5868","5927","84"
"ref5","5061","5079","95"
"ref2","2890","2958","87"
"ref3","8681","8777","83"
"ref3","7738","8080","86"
"ref4","8561","9031","93"
"ref4","1869","1924","85"
"ref1","9050","9127","90"
"ref1","1909","1961","90"
"ref2","5521","6018","86"
"ref2","6768","6806","89"
"ref5","3136","3274","96"
"ref4","5321","5564","81"
"ref5","107","171","83"
"ref5","1826","1995","93"
"ref1","1785","1819","90"
"ref3","3176","3216","81"
"ref1","8086","8516","100"
"ref3","3240","3963","91"
"ref2","5473","5541","96"
"ref5","2506","2583","90"
"ref4","5234","5238","80"
"ref5","2224","2582","89"
"ref4","4041","4168","86"
"ref3","4912","4972","82"
"ref4","1920","1936","88"
"ref5","8896","8945","90"
"ref4","8177","8308","86"
"ref1","2117","2178","83"
"ref3","6567","6605","99"
"ref2","9763","9960","80"
"ref2","5948","6947","85"
"ref3","2378","2416","97"
"ref5","5","30","88"
"ref4","1098","1153","86"
"ref1","7960","7985","94"
"ref5","991","1066","90"
"ref4","9539","9618","97"
"ref2","6358","6391","80"
"ref3","2287","2320","100"
"ref4","2307","2470","89"
"ref3","5474","5681","92"
"ref2","727","919","86"
"ref5","9395","9451","92"
"ref4","3013","3175","83"
"ref5","1699","1803","81"
"ref2","3489","3509","82"
"ref1","3108","3146","90"
"ref3","8524","8552","98"
"ref3","2677","2806","83"
"ref3","3149","3252","96"
"ref2","3761","3991","91"
"ref2","1898","1975","84"
"ref5","6036","6108","96"
"ref3","3472","3530","86"
"ref5","3121","3326","97"
"ref2","1721","1737","96"
"ref1","3540","3749","97"
"ref5","3647","3879","89"
"ref2","1851","1941","96"
"ref3","871","941","90"
"ref1","9656","9701","99"
"ref4","2413","2439","98"
"ref4","2343","2610","91"
"ref4","2020","3019","100"
"ref2","4474","4707","84"
"ref3","7131","7313","93"
"ref1","2009","2087","81"
"ref2","6716","6736","81"
"ref2","8855","8968","89"
"ref2","1434","1484","85"
"ref3","7277","7549","96"
"ref1","7708","7734","97"
"ref3","7830","7933","96"
"ref5","4465","4510","87"
"ref4","904","973","93"
"ref3","384","446","85"
"ref3","3733","3786","97"
"ref5","1440","2080","82"
"ref3","9301","9480","92"
"ref2","4667","5038","95"
"ref3","1502","1572","92"
"ref1","2899","2915","91"
"ref5","9401","9530","87"
"ref4","3338","3475","93"
"ref1","4843","5335","92"
"ref2","2449","2603","90"
"ref5","9787","9858","99"
"ref5","3556","3590","98"
"ref4","210","281","84"
"ref4","4684","4752","83"
"ref2","8911","9400","86"
"ref5","3217","3344","100"
"ref1","7231","7317","87"
"ref2","7229","7299","100"
"ref4","1658","1693","82"
"ref4","7414","7454","99"
"ref5","2360","2437","95"
"ref3","5287","5381","83"
"ref5","5216","5282","94"
"ref2","3874","3905","97"
"ref2","793","868","83"
"ref1","9647","9663","93"
"ref1","1214","1245","97"
"ref3","5448","5509","100"
"ref5","8608","8615","87"
"ref4","9866","9878","83"
"ref5","6767","7570","98"
"ref3","5144","5220","82"
"ref1","608","827","83"
"ref2","1889","2037","91"
"ref4","1158","1326","84"
"ref1","1626","1711","89"
"ref3","685","725","85"
"ref4","3169","3253","80"
"ref1","4194","4528","81"
"ref1","760","1312","93"
"ref3","8996","9060","91"
"ref1","3451","3586","94"
"ref4","3072","3137","80"
"ref2","5721","5905","100"
"ref5","4268","4338","86"
"ref4","5290","5690","99"
"ref2","2242","2649","96"
"ref1","8880","8901","83"
"ref2","4971","5020","87"
"ref3","9413","9489","86"
"ref2","4146","5076","89"
"ref1","9272","9605","90"
"ref4","340","639","92"
"ref1","6919","6945","84"
"ref2","73","394","94"
"ref3","1172","1187","83"
"ref5","9605","9625","92"
"ref2","8251","8425","99"
"ref3","8908","8920","87"
"ref1","6267","6393","96"
"ref1","5257","5416","97"
"ref4","971","1317","88"
"ref2","693","800","81"
"ref1","154","179","92"
"ref5","1840","1884","81"
"ref2","6962","7225","85"
"ref1","4640","4933","83"
"ref3","5361","5539","83"
"ref2","7753","7826","100"
"ref5","5927","6033","99"
"ref4","9037","9221","82"
"ref1","64","214","98"
"ref4","2462","2519","93"
"ref4","971","1039","99"
"ref3","2202","2237","95"
"ref5","2725","2964","88"
"ref2","9323","9389","82"
"ref2","9386","9861","91"
"ref4","2400","2452","84"
"ref3","1350","1397","91"
"ref4","601","680","91"
"ref3","2710","2763","100"
"ref3","882","1486","89"
"ref3","1031","1066","88"
"ref4","7637","7678","90"
"ref1","1573","1645","95"
"ref2","2377","2516","84"
"ref3","5490","5531","93"
"ref2","6979","7168","100"
"ref3","3447","3571","100"
"ref2","3657","3848","94"
"ref3","5948","6161","92"
"ref4","676","1675","84"
"ref4","2108","2236","83"
"ref3","3059","3154","100"
"ref4","6730","6852","81"
"ref5","4603","4788","84"
"ref2","1427","1647","99"
"ref5","6368","6417","89"
"ref3","4356","4439","99"
"ref2","7480","7514","88"
"ref5","7889","8133","95"
"ref3","2474","2566","92"
"ref3","204","363","92"
"ref5","8690","8796","82"
"ref3","9031","9091","93"
"ref3","8068","8096","87"
"ref3","5638","5700","96"
"ref1","5633","5770","96"
"ref5","2471","2483","87"
"ref1","5013","5043","83"
"ref3","2207","2436","95"
"ref5","6074","6237","82"
"ref2","8731","8756","81"
"ref5","2158","2186","88"
"ref5","9800","9837","92"
"ref5","5312","5385","100"
"ref5","5227","5259","84"
"ref3","6706","7540","85"
"ref4","8125","8344","93"
"ref5","9233","9797","80"
"ref5","3886","4028","92"
"ref5","304","1004","95"
"ref5","2298","2314","100"
"ref4","1014","1800","98"
"ref1","544","630","98"
"ref1","224","268","94"
"ref5","3156","3216","91"
"ref2","2888","3209","94"
"ref1","7540","7604","98"
"ref1","6382","6802","99"
"ref5","358","390","88"
"ref2","8594","8682","89"
"ref2","1099","1292","93"
"ref5","599","879","92"
"ref2","8140","8258","84"
"ref4","2576","2969","99"
"ref4","3936","4090","88"
"ref1","8165","8291","100"
"ref5","239","383","91"
"ref5","1528","1576","83"
"ref2","8012","8259","97"
"ref5","3607","4008","93"
"ref1","754","1093","87"
"ref1","5997","6172","89"
"ref4","9480","9654","97"
"ref3","7066","7147","90"
"ref4","6698","6980","85"
"ref3","5251","5295","84"
"ref4","5200","5259","94"
"ref1","8905","9050","97"
"ref2","2595","2654","87"
"ref2","1266","1349","81"
"ref1","1292","1318","80"
"ref1","395","414","84"
"ref2","288","322","80"
"ref2","8192","8228","93"
"ref4","2250","2393","83"
"ref3","5880","5898","84"
"ref3","886","957","98"
"ref5","6232","6360","89"
"ref5","3220","4219","95"
"ref2","4085","4236","81"
"ref2","4887","5156","88"
"ref2","9772","9786","86"
"ref3","8808","8820","84"
"ref1","876","898","100"
"ref3","2756","3156","94"
"ref2","8356","8472","91"
"ref5","1398","1441","82"
"ref1","2147","2368","94"
"ref2","8645","8735","90"
"ref3","7264","7468","97"
"ref1","8005","8119","87"
"ref3","3646","3663","97"
"ref5","7232","7400","90"
"ref4","2973","3059","96"
"ref5","2504","2755","91"
"ref1","373","827","85"
"ref5","4968","4981","92"
"ref3","9188","9348","99"
"ref1","8841","8950","89"
"ref3","9769","9856","91"
"ref3","8309","8989","97"
"ref1","5975","6002","98"
"ref4","5092","5231","84"
"ref3","6212","6322","80"
"ref2","6530","6555","94"
"ref2","8513","8523","99"
"ref3","1393","1410","82"
"ref3","1087","1142","93"
"ref2","9356","9431","84"
"ref4","1938","2075","87"
"ref5","9164","9252","99"
"ref4","7360","7471","91"
"ref1","9677","9853","98"
"ref2","4712","4792","99"
"ref5","5668","5762","83"
"ref1","360","515","82"
"ref5","5954","5984","88"
"ref5","7855","8227","83"
"ref4","4611","4782","87"
"ref5","1244","1363","82"
"ref3","5245","5517","86"
"ref4","3135","3248","88"
"ref4","7661","7689","90"
"ref5","2138","2191","83"
"ref4","548","907","92"
"ref5","3127","3443","89"
"ref1","4505","4678","92"
"ref1","932","1139","96"
"ref3","1169","1259","100"
"ref3","5407","5559","84"
"ref3","5785","5830","98"
"ref4","5277","5381","81"
"ref4","2665","2730","88"
"ref1","6726","6934","80"
"ref4","3307","3351","98"
"ref2","4322","4486","84"
"ref4","639","697","89"
"ref4","6366","6376","96"
"ref3","6595","6639","81"
"ref4","1113","1162","89"
"ref5","182","237","98"
"ref3","8654","8657","87"
"ref1","604","822","93"
"ref2","6319","6950","81"
"ref3","6351","6866","93"
"ref1","5799","5880","85"
"ref3","342","384","82"
"ref4","7915","8013","98"
"ref1","3539","3933","96"
"ref4","8641","8714","97"
"ref2","7469","7867","87"
"ref5","3008","3128","99"
"ref3","2820","2899","92"
"ref2","5541","5617","90"
"ref2","7359","7463","80"
"ref4","1163","1272","90"
"ref2","6932","7825","84"
"ref2","4406","4831","84"
"ref1","6607","6668","100"
"ref2","8243","8329","97"
"ref3","1676","2227","100"
"ref5","7250","7432","81"
"ref4","1247","1401","99"
"ref5","4450","4658","88"
"ref1","8468","8557","88"
"ref3","3562","3755","93"
"ref1","4434","4813","88"
"ref5","6355","6570","80"
"ref2","157","267","94"
"ref2","5570","5664","97"
"ref2","2071","2136","84"
"ref2","2378","2402","91"
"ref5","5570","5630","99"
"ref5","3336","3344","96"
"ref4","9735","9786","97"
"ref5","1761","1896","96"
"ref5","794","1022","98"
"ref3","857","900","81"
"ref5","7624","7676","81"
"ref1","5246","5996","88"
"ref1","9969","9993","89"
"ref1","4686","4781","97"
"ref2","9215","9376","81"
"ref4","2063","2571","96"
"ref4","7256","7391","98"
"ref2","3009","3023","86"
"ref4","512","618","97"
"ref2","6366","6698","90"
"ref4","6595","6679","87"
"ref4","2438","2576","90"
"ref1","1048","1291","81"
"ref4","167","439","85"
"ref4","3767","4083","83"
"ref2","7787","7861","84"
"ref3","4008","4044","90"
"ref1","7096","7516","89"
"ref5","596","669","92"
"ref5","786","905","100"
"ref4","7020","7067","90"
"ref4","3478","4477","88"
"ref1","5063","6062","83"
"ref2","2649","2761","82"
"ref3","9143","9435","91"
"ref3","2760","2857","81"
"ref3","6661","6741","97"
"ref1","7522","7622","81"
"ref3","1510","2214","93"
"ref2","6705","7075","95"
"ref5","7651","7741","100"
"ref3","5166","5250","92"
"ref3","8830","9142","98"
"ref1","9388","9746","91"
"ref3","1265","1453","98"
"ref4","3221","3275","93"
"ref3","5570","5878","100"
"ref5","188","210","92"
"ref3","895","983","97"
"ref5","9301","9357","93"
"ref2","6749","6759","93"
"ref5","7927","8844","94"
"ref5","5116","5154","83"
"ref2","7476","7510","98"
"ref3","2008","2095","95"
"ref5","7456","8275","86"
"ref3","3849","3905","86"
"ref3","6402","6731","94"
"ref4","9475","9709","81"
"ref3","6508","6539","90"
"ref5","3875","4002","95"
"ref4","2463","2602","84"
"ref3","6299","6421","91"
"ref3","7662","7731","92"
"ref3","5566","5620","93"
"ref2","4831","5084","80"
"ref4","6463","6489","82"
"ref2","6395","6474","95"
"ref3","3407","4406","89"
"ref4","6276","6317","89"
"ref1","124","205","97"
"ref3","2352","2766","86"
"ref2","8862","9050","91"
"ref4","5076","5157","87"
"ref3","5389","5551","85"
"ref1","9302","9373","98"
"ref4","9854","9956","100"
"ref5","4768","4980","100"
"ref1","1345","1513","81"
"ref4","1008","1050","100"
"ref2","7994","8038","89"
"ref4","6486","6586","81"
"ref5","206","242","94"
"ref1","8245","8397","92"
"ref3","6974","7201","80"
"ref1","6384","6542","80"
"ref4","3861","4211","80"
"ref2","305","507","99"
"ref1","6799","7657","84"
"ref3","1277","1309","94"
"ref3","9039","9073","91"
"ref4","8275","8425","97"
"ref2","1779","1828","95"
"ref4","2382","2450","81"
"ref4","9451","9509","95"
"ref3","680","731","92"
"ref1","8560","8612","88"
"ref2","8456","8499","87"
"ref5","5123","5164","80"
"ref1","6413","6652","96"
"ref4","4756","5187","99"
"ref5","9669","9716","93"
"ref4","7233","7971","96"
"ref5","7267","7309","82"
"ref5","3634","3701","92"
"ref5","3332","3525","92"
"ref4","419","582","90"
"ref5","7791","8245","87"
"ref2","9020","9305","85"
"ref3","903","937","87"
"ref2","6011","6099","95"
"ref5","7937","8038","82"
"ref3","7720","8213","95"
"ref5","1754","1873","87"
"ref2","451","575","93"
"ref4","3321","3409","97"
"ref5","3942","4181","85"
"ref1","8551","8692","86"
"ref4","7428","7536","84"
"ref1","1085","1181","99"
"ref2","2686","3024","88"
"ref5","3504","3880","88"
"ref3","6963","6997","91"
"ref4","1867","1924","83"
"ref5","3328","3399","85"
"ref4","9759","9969","82"
"ref1","9635","9795","88"
"ref1","9769","9867","89"
"ref3","2838","2905","81"
"ref5","9295","9328","90"
"ref2","6741","7263","86"
"ref4","1114","1380","99"
"ref2","8976","9038","91"
"ref3","2876","3099","96"
"ref2","2220","2271","92"
"ref3","8732","8781","85"
"ref4","1796","1880","89"
"ref3","8113","8155","83"
"ref5","6587","6602","84"
"ref5","6895","7170","85"
"ref5","80","418","91"
"ref1","2846","3040","83"
"ref1","3045","3502","83"
"ref3","7162","7200","95"
"ref4","2087","2215","98"
"ref1","7243","7286","80"
"ref3","2104","2164","85"
"ref5","1391","1578","82"
"ref2","6033","6207","95"
"ref5","8147","8785","91"
"ref2","5727","5778","93"
"ref1","2401","2589","80"
"ref5","2257","2409","87"
"ref1","430","495","99"
"ref1","933","1071","93"
"ref5","2398","2590","88"
"ref5","260","290","98"
"ref3","7325","7436","85"
"ref1","213","398","86"
"ref1","3595","3625","83"
"ref4","3379","3412","94"
"ref1","4858","4973","100"
"ref1","2357","2431","85"
"ref5","1278","1349","89"
"ref4","8505","8555","95"
"ref5","3190","3241","100"
"ref4","2812","2938","94"
"ref1","7589","7759","97"
"ref5","883","1112","80"
"ref4","4973","5020","95"
"ref4","7898","7922","83"
"ref2","2176","2247","96"
"ref2","5856","5911","93"
"ref2","9849","9890","95"
"ref2","2495","2601","82"
"ref3","7506","7537","99"
"ref2","6705","6787","90"
"ref4","2912","2976","99"
"ref3","9077","9104","82"
"ref1","7401","7602","84"
"ref1","955","982","91"
"ref1","2963","3021","91"
"ref5","8391","8438","87"
"ref3","1183","1245","84"
"ref2","5588","5651","83"
"ref2","9218","9347","83"
"ref3","9611","9777","91"
"ref4","6174","6337","98"
"ref1","6407","6468","93"
"ref5","687","712","94"
"ref4","4735","4837","87"
"ref3","3213","3314","100"
"ref1","1553","1767","98"
"ref3","2307","2387","96"
"ref3","341","533","88"
"ref5","3884","4090","94"
"ref5","4522","4536","99"
"ref5","2506","3246","82"
"ref2","5878","6000","94"
"ref4","6158","6973","88"
"ref2","5901","6132","89"
"ref2","286","316","88"
"ref2","5627","5676","98"
"ref3","5540","5562","96"
"ref5","3853","3929","86"
"ref4","8219","8245","89"
"ref1","4507","4582","95"
"ref5","6700","6918","84"
"ref1","259","268","80"
"ref5","5102","5621","98"
"ref3","9535","9537","86"
"ref3","1743","1846","94"
"ref4","6773","6796","83"
"ref1","9682","9800","94"
"ref1","4965","5008","98"
"ref5","8326","8369","90"
"ref4","7759","7798","84"
"ref5","6449","6726","94"
"ref5","8988","9007","98"
"ref2","6191","6584","86"
"ref1","4543","4570","84"
"ref1","8855","9108","89"
"ref2","1384","1493","89"
"ref5","5220","5467","83"
"ref1","2926","3192","90"
"ref1","1583","1631","80"
"ref5","195","251","94"
"ref3","6153","6612","98"
"ref1","8649","8849","98"
"ref5","5960","6187","95"
"ref3","8171","8181","99"
"ref2","2817","3418","96"
"ref3","9628","9760","95"
"ref3","1918","1988","91"
"ref4","869","933","87"
"ref2","8310","8537","89"
"ref5","9654","9686","100"
"ref5","3028","3119","92"
"ref2","5213","6048","90"
"ref2","2962","3001","89"
"ref1","6736","6979","100"
"ref5","669","677","87"
"ref1","4239","4492","93"
"ref5","8641","8701","95"
"ref2","3373","3742","93"
"ref5","2235","2384","82"
"ref4","1902","2048","85"
"ref2","3257","3372","94"
"ref4","4773","4909","94"
"ref5","7346","7393","83"
"ref2","2339","2356","99"
"ref3","7818","7918","95"
"ref2","7387","7446","94"
"ref3","2746","2864","99"
"ref1","6751","6819","98"
"ref5","7986","8130","83"
"ref2","8507","8524","80"
"ref5","2669","3487","91"
"ref4","7389","7485","98"
"ref4","8565","8658","98"
"ref5","3481","3733","96"
"ref2","8707","8768","93"
"ref5","4311","4325","99"
"ref5","6637","6719","80"
"ref1","3054","3243","83"
"ref1","2355","2426","99"
"ref2","1483","1635","82"
"ref1","8671","8767","95"
"ref4","6411","6506","99"
"ref4","4160","4299","98"
"ref4","2932","2960","84"
"ref3","4415","4647","94"
"ref2","5290","5331","85"
"ref4","1342","1447","82"
"ref2","2338","2479","93"
"ref5","8552","8575","90"
"ref4","2890","2973","98"
"ref3","1181","1277","92"
"ref4","3873","3991","99"
"ref2","1613","1719","82"
"ref5","2205","2317","93"
"ref3","8968","9089","94"
"ref1","9543","9604","85"
"ref3","9785","9847","86"
"ref2","9447","9544","85"
"ref4","7949","7974","89"
"ref1","1187","1350","92"
"ref4","776","792","92"
"ref2","20","181","86"
"ref5","8820","8938","100"
"ref4","4227","4335","87"
"ref4","9045","9316","81"
"ref3","2524","2674","92"
"ref5","7933","7998","92"
"ref1","2931","2983","85"
"ref1","8372","8440","93"
"ref5","1745","1759","95"
"ref5","5577","5618","91"
"ref1","6868","7565","80"
"ref4","2448","2517","98"
"ref5","9758","9838","86"
"ref2","8460","8517","90"
"ref5","5730","6093","87"
"ref5","1520","1743","84"
"ref4","266","368","82"
"ref3","6270","6324","80"
"ref4","8917","8950","81"
"ref5","8461","8506","80"
"ref5","3122","3170","89"
"ref1","3191","3394","85"
"ref3","2663","2708","81"
"ref4","7009","7023","80"
"ref1","4116","4919","80"
"ref3","8946","8971","95"
"ref4","1401","1515","96"
"ref1","4682","4766","88"
"ref5","4536","4642","98"
"ref2","1968","2161","81"
"ref4","4907","5139","93"
"ref5","2725","3594","94"
"ref4","5564","5627","82"
"ref4","9237","9310","81"
"ref5","3174","3360","84"
"ref4","1470","1739","87"
"ref3","2683","2811","89"
"ref1","3576","3665","90"
"ref4","7787","7816","85"
"ref5","3112","3161","83"
"ref5","3079","3298","91"
"ref4","7677","7917","97"
"ref1","6014","6408","91"
"ref5","3532","3555","100"
"ref4","5886","6139","95"
"ref3","5016","5154","92"
"ref3","1213","1298","94"
"ref3","3998","4499","99"
"ref5","5664","5756","97"
"ref3","288","317","83"
"ref2","9505","9673","91"
"ref2","9134","9423","91"
"ref3","7062","7091","91"
"ref1","3423","3460","98"
"ref5","2598","2643","87"
"ref3","9910","9957","81"
"ref4","9259","9413","94"
"ref3","5363","5613","96"
"ref3","2379","2860","87"
"ref3","5020","5056","87"
"ref4","8956","9452","84"
"ref1","975","1004","80"
"ref3","4108","4194","94"
"ref2","6505","6781","88"
"ref4","8488","8686","81"
"ref4","8532","8711","83"
"ref4","7565","7722","83"
"ref3","2630","2844","86"
"ref4","2887","3058","86"
"ref1","8676","9438","93"
"ref1","2410","2663","82"
"ref3","6672","6812","99"
"ref1","8321","8540","92"
"ref2","3265","3346","91"
"ref1","4245","4317","93"
"ref1","8620","8674","97"
"ref5","4454","4490","96"
"ref3","699","744","81"
"ref5","6440","6483","91"
"ref3","9220","9311","85"
"ref2","1652","1722","81"
"ref5","3856","3969","99"
"ref1","1262","1298","87"
"ref1","8782","8829","94"
"ref4","8173","8299","88"
"ref3","6123","6222","93"
"ref5","9147","9273","89"
"ref2","8911","8949","93"
"ref1","4033","4627","84"
"ref1","9073","9129","91"
"ref2","7178","7233","83"
"ref3","7447","7511","86"
"ref5","3849","3887","94"
"ref5","4131","4241","83"
"ref4","2412","2548","91"
"ref3","4707","4878","97"
"ref3","4196","4586","85"
"ref5","2689","2910","84"
"ref4","1642","1983","86"
"ref1","6620","6700","89"
"ref3","1117","1225","81"
"ref3","2219","2259","86"
"ref1","4548","4657","85"
"ref5","7813","8035","83"
"ref3","4812","4923","91"
"ref2","57","78","92"
"ref3","6761","6814","89"
"ref1","8778","8820","91"
"ref3","2794","2998","95"
"ref3","9490","9888","95"
"ref2","7779","7960","95"
"ref2","6857","7151","92"
"ref4","3844","3951","96"
"ref2","4247","4306","100"
"ref2","6336","6452","94"
"ref2","6591","6633","81"
"ref4","4128","4160","97"
"ref5","8368","8478","100"
"ref4","5169","5289","89"
"ref2","2281","2320","88"
"ref1","1725","2016","92"
"ref1","575","821","95"
"ref3","1625","1839","90"
"ref1","6686","6755","99"
"ref5","694","725","84"
"ref5","5448","5862","88"
"ref2","982","1240","89"
"ref4","5108","5259","86"
"ref2","9707","9896","90"
"ref3","4864","4897","80"
"ref1","2988","3077","91"
"ref3","5651","6399","88"
"ref4","8399","8742","87"
"ref5","1235","1287","86"
"ref1","8146","8353","93"
"ref1","8086","8098","87"
"ref4","8772","8840","97"
"ref2","5823","5852","91"
"ref4","3833","4047","95"
"ref1","355","425","88"
"ref2","2790","2848","89"
"ref5","5125","5805","96"
"ref5","8631","8859","97"
"ref2","2662","2704","94"
"ref4","3726","3768","100"
"ref2","177","890","89"
"ref2","2747","2915","96"
"ref1","661","838","89"
"ref5","6151","6238","91"
"ref4","1663","1942","83"
"ref2","4940","5047","90"
"ref3","5448","5489","82"
"ref3","3255","3281","100"
"ref3","4287","4779","83"
"ref1","9522","9705","91"
"ref1","4086","4115","87"
"ref5","182","922","91"
"ref3","9242","9663","85"
"ref1","7647","8025","84"
"ref3","9223","9445","99"
"ref5","5414","5523","82"
"ref5","7536","7737","91"
"ref4","313","603","86"
"ref3","1138","1204","87"
"ref4","9194","9263","94"
"ref4","510","613","81"
"ref2","9526","9621","81"
"ref2","7425","7576","93"
"ref1","1010","1217","83"
"ref5","6095","6127","88"
"ref3","3573","3622","84"
"ref4","5975","6102","93"
"ref4","6302","6679","96"
"ref3","9033","9069","95"
"ref1","8268","8344","89"
"ref4","8380","8407","92"
"ref1","7781","7807","90"
"ref3","5469","5521","99"
"ref2","9626","9728","93"
"ref1","2347","2401","90"
"ref3","7403","7685","87"
"ref4","2230","2345","83"
"ref2","9532","9646","99"
"ref4","9765","9836","90"
"ref1","9901","9978","97"
"ref5","7524","7598","80"
"ref2","7424","7526","83"
"ref1","3437","3490","98"
"ref4","3398","3504","82"
"ref5","5028","5203","85"
"ref3","2022","2255","99"
"ref1","350","556","84"
"ref1","6034","6078","95"
"ref2","4256","5051","100"
"ref1","8643","9175","83"
"ref2","3877","3976","95"
"ref3","3120","3193","93"
"ref5","8081","8239","100"
"ref1","2930","3110","97"
"ref5","2416","2550","98"
"ref1","9922","9933","84"
"ref2","8322","8391","92"
"ref3","3129","3362","99"
"ref1","7995","8078","84"
"ref1","3993","4142","87"
"ref4","9390","9839","90"
"ref1","4020","4043","94"
"ref2","2194","2268","97"
"ref5","9310","9368","92"
"ref3","3107","3334","96"
"ref3","3982","4151","85"
"ref5","7936","8016","85"
"ref2","8289","8613","94"
"ref2","1581","1709","87"
"ref2","8383","8504","91"
"ref3","7366","7518","100"
"ref1","3357","3411","81"
"ref1","6869","6879","84"
"ref2","674","1003","94"
"ref1","482","589","81"
"ref1","2121","2169","98"
"ref4","3420","3566","97"
"ref5","4550","4568","90"
"ref2","6610","7609","84"
"ref5","8709","8743","94"
"ref4","2999","3188","89"
"ref1","2564","2613","92"
"ref5","1729","1754","85"
"ref2","8478","8562","81"
"ref5","4891","4910","95"
"ref3","6897","7022","80"
"ref1","826","878","92"
"ref3","2220","2340","89"
"ref3","4745","4909","81"
"ref4","2298","2403","89"
"ref4","1614","1671","86"
"ref4","6731","6753","85"
"ref5","8205","8281","82"
"ref3","3325","3776","81"
"ref3","9884","9932","99"
"ref1","9609","9643","83"
"ref5","166","196","90"
"ref3","4830","4984","98"
"ref4","7574","7589","94"
"ref1","1053","1169","80"
"ref4","229","1071","80"
"ref1","7314","8313","94"
"ref1","8452","8487","94"
"ref1","2767","2917","81"
"ref4","3988","4088","88"
"ref3","4037","4330","81"
"ref1","8967","9057","93"
"ref3","5056","5393","97"
"ref2","8370","8478","88"
"ref2","90","888","98"
"ref4","614","995","83"
"ref4","8819","9063","98"
"ref4","8450","8480","93"
"ref1","2639","2929","84"
"ref4","4102","4303","84"
"ref3","6278","6389","96"
"ref3","2193","2716","82"
"ref1","7231","7290","83"
"ref1","8908","9023","95"
"ref4","2453","2606","91"
"ref1","8739","8876","97"
"ref5","5039","5057","87"
"ref5","6657","6683","100"
"ref2","2956","2990","83"
"ref3","3903","4081","89"
"ref2","1342","1347","84"
"ref4","8817","8917","82"
"ref3","940","1244","82"
"ref4","3247","3331","98"
"ref1","2987","3112","89"
"ref3","5271","5607","81"
"ref1","42","81","96"
"ref5","5623","5803","82"
"ref2","1281","1708","96"
"ref3","9236","9268","85"
"ref3","5895","5929","88"
"ref3","4238","4305","83"
"ref5","8815","8952","94"
"ref3","1242","1299","82"
"ref3","2420","2500","99"
"ref4","1723","2059","99"
"ref1","4766","4945","89"
"ref4","796","969","96"
"ref4","596","706","82"
"ref4","3263","3661","96"
"ref3","2765","2862","92"
"ref1","913","965","85"
"ref4","7704","8423","81"
"ref3","3998","4022","81"
"ref3","942","970","88"
"ref5","6595","6807","100"
"ref3","3179","3232","92"
"ref1","1990","2094","89"
"ref2","8813","8857","95"
"ref4","5846","5955","95"
"ref5","6428","6446","95"
"ref1","5980","6006","82"
"ref3","9938","9962","96"
"ref3","9548","9579","98"
"ref5","3658","3689","98"
"ref4","5843","6387","80"
"ref1","6421","6456","83"
"ref1","3681","3864","99"
"ref1","8665","8872","86"
"ref2","5957","6008","85"
"ref3","7326","7439","97"
"ref1","9200","9486","86"
"ref2","8104","8259","81"
"ref1","7777","7885","100"
"ref2","8273","9272","83"
"ref5","7592","7689","87"
"ref1","9553","9688","91"
"ref5","4200","4249","80"
"ref1","5366","5644","91"
